State,Value
-XOX-OOX-,1.0
-XOX-OOXX,0.0
-XOX-OX--,-4.0
-XOX-OX-O,-4.0
-XOX-OXOX,0.0
-XOX-OXXO,-3.0
-XOX-X--O,0.0
-XOX-X-OO,0.0
-XOX-XXOO,0.0
-XOXO----,0.0
-XOXO---X,0.0
-XOXO--OX,0.0
-XOXO-OXX,-1.0
-XOXO-X--,0.0
-XOXO-XOX,0.0
-XOXOO--X,0.0
-XOXOO-XX,-2.0
-XOXOOOXX,-2.0
-XOXOOX-X,0.0
-XOXOOXOX,1.0
-XOXOXO-X,-3.0
-XOXOXXOO,1.0
-XOXX---O,0.0
-XOXX--OO,0.0
-XOXX-O--,0.0
-XOXX-OO-,0.0
-XOXX-OXO,-1.0
-XOXXO-XO,-3.0
-XOXXOOOX,1.0
-XOXXOOX-,-1.0
-XOXXOOXO,-2.0
-XOXXOX-O,-3.0
-XOXXOXO-,0.0
-XOXXOXOO,-2.0
-XOXXX-OO,-1.0
-XOXXXOO-,0.0
-XOXXXOOO,-2.0
-XX-----O,0.0
-XX----O-,0.0
-XX---O--,0.0
-XX---O-O,0.0
-XX---OO-,0.0
-XX---OOX,0.0
-XX---OXO,0.0
-XX---XOO,0.0
-XX--O--O,1.0
-XX--O-O-,0.0
-XX--O-OX,0.0
-XX--O-XO,0.0
-XX--OO--,1.0
-XX--OX-O,0.0
-XX--XO-O,-1.0
-XX--XOO-,-1.0
-XX--XOOO,-2.0
-XX-O----,0.0
-XX-O---O,0.0
-XX-O--O-,1.0
-XX-O--XO,0.0
-XX-O-O--,0.0
-XX-O-O-X,0.0
-XX-O-OOX,3.0
-XX-O-OX-,0.0
-XX-O-OXO,0.0
-XX-O-X-O,-1.0
-XX-OO-XO,0.0
-XX-OOO-X,0.0
-XX-OOOX-,0.0
-XX-OOOXX,-2.0
-XX-OOX-O,0.0
-XX-OOXOX,-2.0
-XX-OX-O-,0.0
-XX-OXO--,0.0
-XX-OXOO-,1.0
-XX-OXOXO,-1.0
-XX-X-O-O,0.0
-XX-X-OO-,0.0
-XX-XOO-O,0.0
-XX-XOOOX,0.0
-XX-XOOXO,3.0
-XX-XXOOO,-1.0
-XXO-----,0.0
-XXO---O-,0.0
-XXO---OX,0.0
-XXO--OOX,0.0
-XXO--OXO,1.0
-XXO--X-O,0.0
-XXO--XO-,0.0
-XXO-O---,0.0
-XXO-OX--,0.0
-XXO-X-O-,0.0
-XXO-X-OO,0.0
-XXO-XOOX,3.0
-XXO-XOXO,0.0
-XXOO----,0.0
-XXOO--X-,0.0
-XXOO--XO,0.0
-XXOO-X--,0.0
-XXOO-X-O,0.0
-XXOO-XO-,0.0
-XXOO-XOX,0.0
-XXOO-XXO,-2.0
-XXOOOOXX,-2.0
-XXOOOX--,-1.0
-XXOOOX-X,-1.0
-XXOOOXOX,-2.0
-XXOOX---,0.0
-XXOOX--O,0.0
-XXOOX-O-,0.0
-XXOOX-OX,1.0
-XXOOX-XO,-2.0
-XXOOXO--,2.0
-XXOOXOOX,2.0
-XXOOXOXO,1.0
-XXOOXX-O,0.0
-XXOOXXO-,1.0
-XXOOXXOO,1.0
-XXOX-OOX,0.0
-XXOXO-XO,1.0
-XXOXOOOX,1.0
-XXOXOOX-,2.0
-XXOXOOXO,2.0
-XXOXX-OO,-1.0
-XXOXXOO-,-2.0
-XXOXXOOO,-2.0
-XXX---OO,0.0
-XXX--O-O,0.0
-XXX--OO-,0.0
-XXX-O-O-,0.0
-XXX-O-OO,0.0
-XXX-OOO-,0.0
-XXX-OOOX,0.0
-XXX-XOOO,-3.0
-XXXO---O,0.0
-XXXO--OO,0.0
-XXXO-OOX,0.0
-XXXO-OXO,-2.0
-XXXO-XOO,-2.0
-XXXOO---,0.0
-XXXOO-XO,0.0
-XXXOOOXO,1.0
-XXXOX-OO,-1.0
-XXXOXOOO,-2.0
-XXXX-OOO,-3.0
-XXXXO-OO,0.0
-XXXXOO-O,0.0
-XXXXOOO-,-2.0
-XXXXOOOO,-2.0
O-------X,0.0
O------X-,0.0
O------XX,0.0
O-----X--,0.0
O-----X-X,0.0
O-----XOX,0.0
O-----XX-,0.0
O-----XXO,0.0
O----O-XX,0.0
O----OX-X,0.0
O----OXX-,0.0
O----X---,0.0
O----X--X,0.0
O----X-OX,1.0
O----X-X-,0.0
O----X-XO,0.0
O----XO-X,0.0
O----XOXX,0.0
O----XX--,0.0
O----XX-O,0.0
O----XXOX,0.0
O----XXXO,0.0
O---O--XX,0.0
O---O-XX-,1.0
O---O-XXX,1.0
O---OOXXX,1.0
O---OX--X,0.0
O---OX-XX,0.0
O---OXX--,0.0
O---OXXX-,0.0
O---X----,0.0
O---X---X,0.0
O---X--X-,0.0
O---X--XO,2.0
O---X-O-X,0.0
O---X-OX-,0.0
O---X-OXX,0.0
O---X-X--,0.0
O---X-XO-,0.0
O---X-XOX,0.0
O---X-XXO,0.0
O---XO-X-,1.0
O---XO-XX,0.0
O---XOX--,1.0
O---XOX-X,0.0
O---XOXOX,1.0
O---XX--O,1.0
O---XXOXO,0.0
O---XXXO-,0.0
O---XXXOO,0.0
O--O--XX-,0.0
O--O-OXXX,4.0
O--O-X-X-,0.0
O--O-XX--,0.0
O--O-XXOX,1.0
O--O-XXX-,0.0
O--O-XXXO,0.0
O--OO-XXX,4.0
O--OOXXX-,0.0
O--OOXXXX,1.0
O--OX--X-,0.0
O--OX--XX,-1.0
O--OX-OXX,0.0
O--OX-X--,0.0
O--OX-XX-,0.0
O--OXO-XX,2.0
O--OXOXX-,1.0
O--OXOXXX,3.0
O--OXX-X-,0.0
O--OXXX--,0.0
O--OXXX-O,0.0
O--OXXXO-,1.0
O--X-----,0.0
O--X----X,0.0
O--X---OX,0.0
O--X---X-,0.0
O--X---XO,0.0
O--X--O-X,0.0
O--X--X--,0.0
O--X--XO-,0.0
O--X--XOX,0.0
O--X-O--X,0.0
O--X-O-XX,0.0
O--X-OX--,0.0
O--X-OXX-,0.0
O--X-X---,0.0
O--X-X--O,0.0
O--X-XO-X,0.0
O--X-XX-O,0.0
O--X-XXO-,0.0
O--X-XXOO,0.0
O--XO---X,0.0
O--XO--XX,0.0
O--XO-X--,0.0
O--XO-X-X,0.0
O--XO-XOX,0.0
O--XOO-XX,0.0
O--XOOX-X,0.0
O--XOOXX-,2.0
O--XOOXXX,3.0
O--XOX---,0.0
O--XOXX--,0.0
O--XOXX-O,-1.0
O--XOXXO-,0.0
O--XOXXOX,0.0
O--XOXXXO,-3.0
O--XX----,0.0
O--XX---O,0.0
O--XX--O-,1.0
O--XX--XO,0.0
O--XX-O--,0.0
O--XX-O-X,0.0
O--XX-OOX,0.0
O--XX-OX-,0.0
O--XX-OXO,0.0
O--XX-XO-,0.0
O--XX-XOO,0.0
O--XXO--X,0.0
O--XXO-X-,0.0
O--XXOO-X,0.0
O--XXOOX-,0.0
O--XXOOXX,0.0
O--XXOXO-,0.0
O--XXOXOX,0.0
O--XXX--O,1.0
O--XXX-O-,1.0
O--XXX-OO,1.0
O--XXXO-O,1.0
O--XXXOO-,2.0
O--XXXOOX,1.0
O-O----XX,0.0
O-O---X-X,0.0
O-O---XXX,1.0
O-O--OXXX,2.0
O-O--X--X,0.0
O-O--X-X-,0.0
O-O--X-XX,-1.0
O-O--XOXX,0.0
O-O-O-XXX,2.0
O-O-OX-XX,0.0
O-O-OXXXX,1.0
O-O-X---X,0.0
O-O-X--X-,1.0
O-O-X-X--,0.0
O-O-X-X-X,0.0
O-O-X-XOX,0.0
O-O-X-XX-,0.0
O-O-X-XXO,0.0
O-O-XX--X,0.0
O-O-XXO-X,0.0
O-O-XXOX-,3.0
O-O-XXOXX,0.0
O-O-XXXO-,0.0
O-O-XXXOX,0.0
O-O-XXXXO,0.0
O-OO--XXX,1.0
O-OO-X-XX,0.0
O-OO-XXXX,1.0
O-OOOXXXX,2.0
O-OOXOXXX,2.0
O-OOXX-X-,0.0
O-OOXX-XX,0.0
O-OOXXOXX,0.0
O-OOXXX--,0.0
O-OOXXXOX,0.0
O-OOXXXXO,1.0
O-OX----X,0.0
O-OX---X-,0.0
O-OX---XX,0.0
O-OX--X--,0.0
O-OX--X-X,0.0
O-OX--XOX,0.0
O-OX-OX-X,0.0
O-OX-X--X,0.0
O-OX-XO-X,0.0
O-OX-XOX-,0.0
O-OX-XX-O,0.0
O-OX-XXXO,-1.0
O-OXO-X-X,0.0
O-OXO-XXX,3.0
O-OXOOXXX,2.0
O-OXOXXOX,0.0
O-OXOXXXO,-2.0
O-OXX----,0.0
O-OXX---X,0.0
O-OXX--X-,0.0
O-OXX--XO,1.0
O-OXX-O-X,1.0
O-OXX-X--,0.0
O-OXX-X-O,0.0
O-OXXO--X,0.0
O-OXXO-X-,0.0
O-OXXO-XX,0.0
O-OXXOOXX,1.0
O-OXXOX--,0.0
O-OXXOX-X,-1.0
O-OXXOXOX,0.0
O-OXXOXX-,-2.0
O-OXXOXXO,-2.0
O-OXXX-O-,1.0
O-OXXXOOX,1.0
O-OXXXOX-,1.0
O-OXXXOXO,2.0
O-X------,0.0
O-X----X-,0.0
O-X----XO,0.0
O-X---OX-,0.0
O-X---OXX,0.0
O-X---X--,0.0
O-X---X-O,0.0
O-X---XO-,0.0
O-X---XOX,0.0
O-X---XXO,0.0
O-X--O--X,0.0
O-X--O-X-,0.0
O-X--O-XX,0.0
O-X--OX--,1.0
O-X--OXX-,0.0
O-X--OXXO,0.0
O-X--X---,0.0
O-X--X--O,0.0
O-X--X-O-,0.0
O-X--X-OX,1.0
O-X--X-XO,-1.0
O-X--XO--,0.0
O-X--XOX-,-1.0
O-X--XX-O,0.0
O-X-O---X,0.0
O-X-O--X-,0.0
O-X-O--XX,0.0
O-X-O-OXX,0.0
O-X-O-X--,0.0
O-X-O-X-X,0.0
O-X-OO-XX,0.0
O-X-OX-OX,4.0
O-X-OX-XO,-1.0
O-X-OXX-O,-1.0
O-X-OXXO-,0.0
O-X-OXXXO,-3.0
O-X-X----,0.0
O-X-X--XO,0.0
O-X-X-O--,0.0
O-X-X-O-X,0.0
O-X-X-OX-,0.0
O-X-X-XOO,1.0
O-X-XO---,1.0
O-X-XO-X-,0.0
O-X-XO-XO,3.0
O-X-XOO-X,0.0
O-X-XOOXX,0.0
O-X-XOX--,1.0
O-X-XOX-O,4.0
O-X-XOXO-,2.0
O-X-XOXOX,3.0
O-X-XOXXO,1.0
O-X-XXOXO,-1.0
O-X-XXXOO,1.0
O-XO----X,0.0
O-XO--X--,1.0
O-XO--XOX,2.0
O-XO--XX-,0.0
O-XO--XXO,0.0
O-XO-O-XX,0.0
O-XO-OXX-,1.0
O-XO-OXXX,3.0
O-XO-X---,0.0
O-XO-X-OX,3.0
O-XO-X-X-,-1.0
O-XO-XOX-,0.0
O-XO-XOXX,1.0
O-XO-XXOX,3.0
O-XO-XXXO,0.0
O-XOO-X-X,0.0
O-XOO-XXX,1.0
O-XOOOXXX,2.0
O-XOOXOXX,2.0
O-XOOXXOX,2.0
O-XOX----,1.0
O-XOX--X-,0.0
O-XOX--XO,3.0
O-XOX-OX-,0.0
O-XOX-X--,1.0
O-XOX-X-O,1.0
O-XOX-XO-,4.0
O-XOXO--X,0.0
O-XOXO-X-,2.0
O-XOXO-XX,0.0
O-XOXOOXX,0.0
O-XOXOX--,2.0
O-XOXOXOX,2.0
O-XOXOXXO,2.0
O-XOXX---,0.0
O-XOXX--O,0.0
O-XOXXOX-,-1.0
O-XOXXOXO,0.0
O-XOXXX-O,1.0
O-XOXXXO-,3.0
O-XOXXXOO,2.0
O-XX-----,0.0
O-XX---O-,0.0
O-XX---OX,0.0
O-XX---XO,-1.0
O-XX--O--,0.0
O-XX--XO-,0.0
O-XX--XOO,0.0
O-XX-O---,0.0
O-XX-O-OX,0.0
O-XX-OX--,0.0
O-XX-OXXO,0.0
O-XX-XO--,0.0
O-XX-XO-O,1.0
O-XX-XOO-,0.0
O-XX-XXOO,-2.0
O-XXO----,0.0
O-XXO---X,0.0
O-XXO--OX,1.0
O-XXO--X-,0.0
O-XXO--XO,-1.0
O-XXO-OX-,0.0
O-XXO-X--,0.0
O-XXO-XOX,0.0
O-XXOO-XX,0.0
O-XXOOOXX,0.0
O-XXOOX--,0.0
O-XXOOX-X,0.0
O-XXOOXXO,-2.0
O-XXOX-O-,0.0
O-XXOX-OX,2.0
O-XXOX-XO,-3.0
O-XXOXOOX,2.0
O-XXOXOX-,0.0
O-XXOXOXO,-2.0
O-XXOXX-O,-1.0
O-XXOXXO-,-2.0
O-XXOXXOO,-2.0
O-XXX-O--,0.0
O-XXX-OXO,0.0
O-XXXO---,0.0
O-XXXO--O,1.0
O-XXXOOX-,0.0
O-XXXOOXO,1.0
O-XXXOX-O,3.0
O-XXXOXOO,2.0
O-XXXXO-O,-1.0
O-XXXXOOO,-2.0
OO----X-X,1.0
OO----XX-,1.0
OO----XXX,1.0
OO---OXXX,4.0
OO---X-X-,0.0
OO---XX--,0.0
OO---XXX-,0.0
OO---XXXO,0.0
OO--O-XXX,2.0
OO--OXX-X,0.0
OO--OXXX-,0.0
OO--X---X,0.0
OO--X--X-,0.0
OO--X--XX,0.0
OO--X-OXX,0.0
OO--X-X--,1.0
OO--X-X-X,0.0
OO--X-XOX,3.0
OO--X-XX-,-1.0
OO--X-XXO,3.0
OO--XOXXX,1.0
OO--XX-OX,1.0
OO--XX-X-,0.0
OO--XXO-X,1.0
OO--XXXXO,0.0
OO-O--XXX,1.0
OO-OX-XXX,2.0
OO-OXOXXX,2.0
OO-OXX-X-,0.0
OO-OXX-XX,0.0
OO-OXXOXX,0.0
OO-OXXXXO,1.0
OO-X----X,0.0
OO-X---X-,0.0
OO-X--X--,0.0
OO-X--X-X,0.0
OO-X-O-XX,0.0
OO-X-X--X,-1.0
OO-X-X-X-,0.0
OO-X-XOX-,0.0
OO-X-XOXX,0.0
OO-X-XXXO,0.0
OO-XO-X-X,2.0
OO-XO-XX-,3.0
OO-XO-XXX,3.0
OO-XOOXXX,2.0
OO-XOXXOX,0.0
OO-XOXXXO,-2.0
OO-XX----,0.0
OO-XX--X-,0.0
OO-XX--XO,1.0
OO-XX-OX-,1.0
OO-XX-X--,0.0
OO-XX-XO-,0.0
OO-XXO--X,0.0
OO-XXOOXX,0.0
OO-XXOX--,1.0
OO-XXOX-X,0.0
OO-XXOXOX,1.0
OO-XXX---,1.0
OO-XXX-O-,2.0
OO-XXX-XO,1.0
OO-XXXO--,1.0
OO-XXXOOX,2.0
OO-XXXOX-,3.0
OO-XXXOXO,2.0
OOO---XXX,1.0
OOO--X-XX,-1.0
OOO-OXXXX,2.0
OOO-X--XX,0.0
OOO-X-XX-,-1.0
OOO-X-XXX,3.0
OOO-XOXXX,2.0
OOO-XX--X,0.0
OOO-XX-XX,-1.0
OOO-XXOXX,0.0
OOO-XXX--,0.0
OOO-XXXOX,0.0
OOO-XXXX-,-1.0
OOO-XXXXO,0.0
OOOO-XXXX,2.0
OOOOX-XXX,2.0
OOOOXX-XX,0.0
OOOOXXXX-,0.0
OOOOXXXXX,1.0
OOOX---XX,0.0
OOOX--X-X,0.0
OOOX--XXX,3.0
OOOX-OXXX,2.0
OOOX-X--X,0.0
OOOX-X-XX,-2.0
OOOX-XOXX,0.0
OOOX-XX-X,-1.0
OOOX-XXOX,0.0
OOOXO-XXX,2.0
OOOXOXXXX,1.0
OOOXX---X,-1.0
OOOXX--X-,2.0
OOOXX-X-X,-1.0
OOOXX-XX-,-1.0
OOOXX-XXO,-1.0
OOOXXO-XX,0.0
OOOXXOX-X,0.0
OOOXXOXXX,1.0
OOOXXX--X,3.0
OOOXXX-OX,2.0
OOOXXX-X-,3.0
OOOXXX-XO,2.0
OOOXXXO-X,2.0
OOOXXXOX-,2.0
OOOXXXOXX,1.0
OOOXXXX--,2.0
OOOXXXX-O,2.0
OOOXXXXO-,2.0
OOOXXXXOX,1.0
OOOXXXXXO,1.0
OOX-----X,0.0
OOX----X-,0.0
OOX----XX,0.0
OOX---X--,0.0
OOX---X-X,0.0
OOX---XOX,3.0
OOX---XXO,1.0
OOX--O-XX,3.0
OOX--OX-X,0.0
OOX--OXXX,3.0
OOX--X-OX,1.0
OOX--XO-X,1.0
OOX--XXXO,0.0
OOX-O-X-X,1.0
OOX-OOXXX,2.0
OOX-OXX-X,1.0
OOX-OXXOX,2.0
OOX-OXXX-,-2.0
OOX-OXXXO,-2.0
OOX-X----,0.0
OOX-X--X-,0.0
OOX-X--XO,3.0
OOX-X-OX-,0.0
OOX-X-OXX,0.0
OOX-X-X--,2.0
OOX-X-X-O,4.0
OOX-X-XO-,1.0
OOX-X-XOX,3.0
OOX-X-XXO,3.0
OOX-XO-X-,0.0
OOX-XO-XX,0.0
OOX-XOOXX,0.0
OOX-XOX--,4.0
OOX-XOXOX,2.0
OOX-XOXXO,2.0
OOX-XX-OX,2.0
OOX-XXO--,1.0
OOX-XXO-X,3.0
OOX-XXOOX,2.0
OOX-XXOX-,0.0
OOX-XXOXO,1.0
OOX-XXXO-,1.0
OOX-XXXOO,2.0
OOXO---XX,1.0
OOXO--X-X,0.0
OOXO-OXXX,2.0
OOXO-X-X-,0.0
OOXO-X-XX,2.0
OOXO-XOXX,2.0
OOXO-XX-X,1.0
OOXO-XXOX,2.0
OOXO-XXXO,1.0
OOXOO-XXX,2.0
OOXOOX-XX,2.0
OOXOOXX-X,2.0
OOXOOXXXX,1.0
OOXOX-OXX,0.0
OOXOX-X--,1.0
OOXOX-X-X,1.0
OOXOX-XOX,2.0
OOXOX-XXO,2.0
OOXOXO-XX,1.0
OOXOXOX-X,2.0
OOXOXOXX-,2.0
OOXOXOXXX,1.0
OOXOXX-OX,2.0
OOXOXXO-X,2.0
OOXOXXOX-,0.0
OOXOXXOXX,1.0
OOXOXXX-O,2.0
OOXOXXXO-,2.0
OOXOXXXOX,1.0
OOXOXXXXO,1.0
OOXX-----,0.0
OOXX---OX,0.0
OOXX---XO,0.0
OOXX--O-X,0.0
OOXX-O-XX,0.0
OOXX-OOXX,0.0
OOXX-OX--,1.0
OOXX-X---,0.0
OOXX-X--O,0.0
OOXX-X-OX,1.0
OOXX-XO--,1.0
OOXX-XO-X,1.0
OOXX-XOOX,2.0
OOXX-XX-O,0.0
OOXXO-XOX,0.0
OOXXOO-XX,1.0
OOXXOOX-X,1.0
OOXXOOXXX,1.0
OOXXOX---,0.0
OOXXOX-OX,2.0
OOXXOX-X-,0.0
OOXXOXO-X,2.0
OOXXOXOX-,1.0
OOXXOXOXX,1.0
OOXXOXX-O,-2.0
OOXXOXXOX,1.0
OOXXOXXXO,-1.0
OOXXX--O-,0.0
OOXXX--XO,0.0
OOXXX-O--,0.0
OOXXX-O-X,0.0
OOXXX-OXO,1.0
OOXXX-XO-,2.0
OOXXX-XOO,2.0
OOXXXO-X-,0.0
OOXXXO-XO,1.0
OOXXXOO-X,0.0
OOXXXOOX-,0.0
OOXXXOOXX,0.0
OOXXXOX--,3.0
OOXXXOX-O,2.0
OOXXXOXO-,2.0
OOXXXOXOX,1.0
OOXXXOXXO,1.0
OOXXXX-O-,2.0
OOXXXX-OO,2.0
OOXXXXOO-,2.0
OOXXXXOOX,1.0
OOXXXXOXO,1.0
OOXXXXXOO,1.0
OX-------,0.0
OX------X,0.0
OX-----OX,0.0
OX-----X-,0.0
OX-----XO,2.0
OX----O-X,0.0
OX----OX-,2.0
OX----OXX,0.0
OX----X--,0.0
OX----X-O,0.0
OX---O--X,0.0
OX---O-X-,1.0
OX---O-XX,0.0
OX---OX--,0.0
OX---OX-X,0.0
OX---OXX-,0.0
OX---OXXO,0.0
OX---X---,0.0
OX---X--O,0.0
OX---X-O-,0.0
OX---X-OX,0.0
OX---X-XO,-1.0
OX---XOX-,0.0
OX---XX-O,0.0
OX---XXO-,0.0
OX---XXOO,0.0
OX--O---X,0.0
OX--O--X-,0.0
OX--O--XX,0.0
OX--O-OXX,0.0
OX--O-X--,0.0
OX--O-XX-,0.0
OX--O-XXO,-1.0
OX--OO-XX,1.0
OX--OOXX-,3.0
OX--OOXXX,3.0
OX--OX---,0.0
OX--OX--X,0.0
OX--OX-OX,1.0
OX--OX-XO,-2.0
OX--OXO-X,0.0
OX--OXOX-,0.0
OX--OXOXX,-1.0
OX--OXX--,0.0
OX--OXXO-,0.0
OX--OXXXO,-3.0
OX--X----,0.0
OX--X--O-,0.0
OX--X--OX,0.0
OX--X--XO,3.0
OX--X-O--,0.0
OX--X-O-X,0.0
OX--X-OX-,2.0
OX--X-OXO,4.0
OX--X-X-O,0.0
OX--X-XO-,0.0
OX--XO---,0.0
OX--XO--X,0.0
OX--XO-OX,0.0
OX--XO-X-,1.0
OX--XO-XO,4.0
OX--XOO-X,0.0
OX--XOOX-,4.0
OX--XOXO-,0.0
OX--XOXOX,0.0
OX--XX-O-,0.0
OX--XXOXO,1.0
OX--XXXOO,1.0
OX-O---X-,1.0
OX-O--OXX,0.0
OX-O--X--,0.0
OX-O--XX-,0.0
OX-O-O-XX,1.0
OX-O-OXX-,0.0
OX-O-OXXX,3.0
OX-O-X---,0.0
OX-O-X--X,0.0
OX-O-XX--,0.0
OX-O-XXXO,0.0
OX-OO--XX,0.0
OX-OO-XX-,3.0
OX-OO-XXX,3.0
OX-OOOXXX,2.0
OX-OOXOXX,0.0
OX-OOXX--,0.0
OX-OOXX-X,0.0
OX-OOXXX-,-2.0
OX-OOXXXO,-2.0
OX-OX----,0.0
OX-OX--OX,0.0
OX-OX--X-,2.0
OX-OX--XO,4.0
OX-OX-O-X,1.0
OX-OX-OX-,4.0
OX-OX-OXX,3.0
OX-OX-X--,0.0
OX-OX-X-O,0.0
OX-OX-XOX,0.0
OX-OX-XXO,1.0
OX-OXO-X-,1.0
OX-OXOOXX,2.0
OX-OXOXOX,1.0
OX-OXOXXO,2.0
OX-OXX---,0.0
OX-OXX--O,0.0
OX-OXX-O-,0.0
OX-OXX-OX,0.0
OX-OXX-XO,3.0
OX-OXXO--,-1.0
OX-OXXO-X,-1.0
OX-OXXOOX,0.0
OX-OXXOXO,2.0
OX-OXXX-O,0.0
OX-OXXXOO,1.0
OX-X-----,0.0
OX-X----O,0.0
OX-X---O-,0.0
OX-X---XO,0.0
OX-X--O--,0.0
OX-X--O-X,0.0
OX-X--OXO,1.0
OX-X-O---,0.0
OX-X-O--X,0.0
OX-X-O-X-,0.0
OX-X-O-XO,0.0
OX-X-OO-X,0.0
OX-X-OOXX,0.0
OX-X-OX--,0.0
OX-X-OXO-,0.0
OX-X-X--O,-1.0
OX-X-X-O-,0.0
OX-X-X-OO,1.0
OX-XO---X,0.0
OX-XO--OX,0.0
OX-XO-O-X,0.0
OX-XO-XXO,-3.0
OX-XOO-XX,0.0
OX-XOOOXX,0.0
OX-XOOX--,0.0
OX-XOOXX-,-1.0
OX-XOOXXO,-2.0
OX-XOX---,0.0
OX-XOX--O,-2.0
OX-XOX-OX,0.0
OX-XOX-XO,-3.0
OX-XOXO-X,-2.0
OX-XOXOOX,0.0
OX-XOXX-O,-3.0
OX-XOXXO-,-2.0
OX-XOXXOO,-2.0
OX-XX---O,0.0
OX-XX--O-,0.0
OX-XX--OO,1.0
OX-XX-O--,0.0
OX-XX-O-O,3.0
OX-XX-OXO,3.0
OX-XX-XOO,0.0
OX-XXO---,0.0
OX-XXO--O,0.0
OX-XXO-O-,0.0
OX-XXO-OX,0.0
OX-XXO-XO,-1.0
OX-XXOOOX,0.0
OX-XXOOXO,2.0
OX-XXOXO-,0.0
OX-XXOXOO,1.0
OX-XXX-OO,-1.0
OX-XXXO-O,-1.0
OX-XXXOOO,-2.0
OXO-----X,0.0
OXO----X-,1.0
OXO---X-X,0.0
OXO---XOX,0.0
OXO--O-XX,1.0
OXO--OX-X,0.0
OXO--OXXX,3.0
OXO--XX-O,0.0
OXO--XXO-,0.0
OXO-O--XX,0.0
OXO-O-XX-,0.0
OXO-O-XXX,3.0
OXO-OOXXX,2.0
OXO-OX-XX,0.0
OXO-OXX--,0.0
OXO-OXXX-,0.0
OXO-OXXXO,-2.0
OXO-X----,1.0
OXO-X--X-,1.0
OXO-X--XO,2.0
OXO-X-O-X,0.0
OXO-X-OX-,2.0
OXO-X-X--,0.0
OXO-X-X-O,0.0
OXO-X-XO-,0.0
OXO-X-XOX,0.0
OXO-XO-X-,1.0
OXO-XOXOX,0.0
OXO-XX---,0.0
OXO-XX-XO,1.0
OXO-XXO--,1.0
OXO-XXOX-,3.0
OXO-XXOXO,2.0
OXO-XXXO-,0.0
OXO-XXXOO,1.0
OXOO--XX-,1.0
OXOO-OXXX,2.0
OXOO-X--X,0.0
OXOO-XXOX,0.0
OXOO-XXXO,1.0
OXOOO-XXX,2.0
OXOOOX-XX,1.0
OXOOOXX-X,1.0
OXOOOXXX-,1.0
OXOOOXXXX,1.0
OXOOX--X-,2.0
OXOOX-OXX,2.0
OXOOX-X--,0.0
OXOOX-XOX,0.0
OXOOX-XX-,2.0
OXOOX-XXO,2.0
OXOOXOX-X,1.0
OXOOXOXX-,2.0
OXOOXOXXX,1.0
OXOOXX--X,0.0
OXOOXX-X-,3.0
OXOOXX-XO,2.0
OXOOXXO-X,0.0
OXOOXXOX-,2.0
OXOOXXOXX,1.0
OXOOXXX--,0.0
OXOOXXXO-,0.0
OXOOXXXOX,0.0
OXOOXXXXO,1.0
OXOX-----,0.0
OXOX----X,0.0
OXOX---OX,0.0
OXOX---X-,0.0
OXOX---XO,0.0
OXOX--OX-,1.0
OXOX--XO-,0.0
OXOX--XOX,0.0
OXOX-O--X,1.0
OXOX-O-X-,0.0
OXOX-O-XX,1.0
OXOX-OOXX,1.0
OXOX-OX--,0.0
OXOX-OX-X,0.0
OXOX-OXOX,0.0
OXOX-OXX-,-2.0
OXOX-OXXO,-2.0
OXOX-X-O-,1.0
OXOX-X-XO,-2.0
OXOX-XO-X,-2.0
OXOX-XX-O,0.0
OXOXO-X--,0.0
OXOXO-XOX,0.0
OXOXOO-XX,1.0
OXOXOOX-X,1.0
OXOXOOXXX,1.0
OXOXOX-OX,0.0
OXOXOX-XO,-2.0
OXOXOXO-X,-2.0
OXOXOXOXX,-1.0
OXOXOXX--,-2.0
OXOXOXX-O,-2.0
OXOXOXXOX,0.0
OXOXOXXXO,-1.0
OXOXX----,0.0
OXOXX--XO,-1.0
OXOXX-O--,1.0
OXOXX-O-X,1.0
OXOXX-OOX,1.0
OXOXX-OX-,2.0
OXOXX-OXO,2.0
OXOXX-X-O,-2.0
OXOXX-XOO,0.0
OXOXXO---,0.0
OXOXXO--X,0.0
OXOXXO-OX,0.0
OXOXXO-X-,-1.0
OXOXXO-XO,-2.0
OXOXXOO-X,1.0
OXOXXOOX-,2.0
OXOXXOOXX,1.0
OXOXXOX--,-2.0
OXOXXOX-O,-2.0
OXOXXOXO-,0.0
OXOXXOXOX,0.0
OXOXXOXXO,-1.0
OXOXXX-O-,3.0
OXOXXX-OO,2.0
OXOXXXO--,2.0
OXOXXXO-O,1.0
OXOXXXOO-,2.0
OXOXXXOOX,1.0
OXOXXXOXO,1.0
OXOXXXXOO,1.0
OXX------,0.0
OXX-----O,0.0
OXX----O-,0.0
OXX----XO,-1.0
OXX---O--,0.0
OXX---O-X,-1.0
OXX---OOX,0.0
OXX---OXO,0.0
OXX---XOO,0.0
OXX--O---,0.0
OXX--O--X,0.0
OXX--O-OX,0.0
OXX--OX--,0.0
OXX--OX-O,0.0
OXX--OXXO,-2.0
OXX--X-O-,0.0
OXX--X-OO,0.0
OXX--XOOX,1.0
OXX-O----,0.0
OXX-O--XO,-4.0
OXX-O-OXX,0.0
OXX-O-X-O,-1.0
OXX-O-XXO,-3.0
OXX-OO--X,0.0
OXX-OO-XX,0.0
OXX-OOOXX,0.0
OXX-OOXOX,0.0
OXX-OOXXO,-2.0
OXX-OX---,0.0
