State,Value
OXX-OX-OX,3.0
OXX-OX-XO,-3.0
OXX-OXO--,0.0
OXX-OXOOX,2.0
OXX-OXOXO,-2.0
OXX-OXX-O,-1.0
OXX-OXXO-,0.0
OXX-OXXOO,-2.0
OXX-X---O,0.0
OXX-X--O-,0.0
OXX-X-O--,0.0
OXX-X-O-O,0.0
OXX-X-OO-,0.0
OXX-X-OOX,0.0
OXX-XO-XO,3.0
OXX-XOO--,0.0
OXX-XOO-X,0.0
OXX-XOOOX,0.0
OXX-XOOX-,3.0
OXX-XOOXO,2.0
OXX-XXO-O,0.0
OXX-XXOO-,-2.0
OXX-XXOOO,-2.0
OXXO-----,0.0
OXXO----X,-1.0
OXXO--O-X,0.0
OXXO--OXX,-1.0
OXXO--X--,0.0
OXXO--X-O,0.0
OXXO--XO-,0.0
OXXO--XXO,-1.0
OXXO-O--X,0.0
OXXO-O-XX,0.0
OXXO-OOXX,0.0
OXXO-OX--,1.0
OXXO-OX-X,0.0
OXXO-OXOX,1.0
OXXO-XO-X,3.0
OXXO-XOOX,2.0
OXXO-XOX-,-1.0
OXXO-XOXO,0.0
OXXO-XX-O,-2.0
OXXOO-OXX,0.0
OXXOO-X--,0.0
OXXOO-X-X,0.0
OXXOO-XOX,1.0
OXXOO-XXO,-2.0
OXXOOOX-X,0.0
OXXOOOXXX,1.0
OXXOOX-OX,2.0
OXXOOX-XO,-2.0
OXXOOXO-X,2.0
OXXOOXOXX,1.0
OXXOOXX--,-2.0
OXXOOXX-O,-2.0
OXXOOXXO-,1.0
OXXOOXXOX,1.0
OXXOOXXXO,-1.0
OXXOX----,0.0
OXXOX--O-,0.0
OXXOX--XO,3.0
OXXOX-OOX,0.0
OXXOX-OX-,3.0
OXXOX-OXO,2.0
OXXOX-XO-,3.0
OXXOX-XOO,2.0
OXXOXO---,0.0
OXXOXO--X,0.0
OXXOXO-OX,1.0
OXXOXO-X-,3.0
OXXOXO-XO,2.0
OXXOXOO-X,0.0
OXXOXOOX-,2.0
OXXOXOOXX,1.0
OXXOXOX--,1.0
OXXOXOX-O,2.0
OXXOXOXO-,2.0
OXXOXOXOX,1.0
OXXOXOXXO,1.0
OXXOXX--O,0.0
OXXOXX-O-,0.0
OXXOXX-OO,1.0
OXXOXXO-O,0.0
OXXOXXOO-,0.0
OXXOXXOOX,1.0
OXXOXXOXO,1.0
OXXOXXXOO,1.0
OXXX----O,-2.0
OXXX---O-,0.0
OXXX---OO,0.0
OXXX--O-O,0.0
OXXX--OO-,0.0
OXXX--OOX,0.0
OXXX--OXO,-2.0
OXXX--XOO,0.0
OXXX-O-OX,0.0
OXXX-OO-X,0.0
OXXX-OOOX,0.0
OXXX-OXO-,0.0
OXXX-OXOO,1.0
OXXX-X-OO,0.0
OXXX-XO-O,0.0
OXXX-XOO-,0.0
OXXXO----,-4.0
OXXXO---O,-4.0
OXXXO--XO,-3.0
OXXXO-OOX,1.0
OXXXO-OX-,-2.0
OXXXO-OXO,-2.0
OXXXO-X-O,-3.0
OXXXO-XOO,-2.0
OXXXOO---,0.0
OXXXOO--X,0.0
OXXXOO-OX,0.0
OXXXOO-XO,-2.0
OXXXOOO-X,0.0
OXXXOOOXX,0.0
OXXXOOX--,0.0
OXXXOOX-O,-2.0
OXXXOOXO-,0.0
OXXXOOXOX,0.0
OXXXOOXXO,-1.0
OXXXOX--O,-3.0
OXXXOX-OO,-2.0
OXXXOXO--,-2.0
OXXXOXO-O,-2.0
OXXXOXOO-,1.0
OXXXOXOOX,1.0
OXXXOXOXO,-1.0
OXXXOXXOO,-1.0
OXXXX--OO,0.0
OXXXX-O-O,-2.0
OXXXX-OO-,-1.0
OXXXX-OOO,-2.0
OXXXXO--O,0.0
OXXXXO-OO,1.0
OXXXXOO--,0.0
OXXXXOO-O,1.0
OXXXXOOO-,0.0
OXXXXOOOX,0.0
OXXXXOOXO,1.0
OXXXXOXOO,1.0
OXXXXXOOO,-1.0
X--------,0.0
X-------O,0.0
X------O-,0.0
X------OX,0.0
X------XO,0.0
X-----O--,0.0
X-----O-X,0.0
X-----OOX,0.0
X-----OX-,0.0
X-----OXO,0.0
X-----X-O,0.0
X-----XO-,0.0
X----O---,0.0
X----O--X,0.0
X----O-OX,1.0
X----O-X-,0.0
X----O-XO,0.0
X----OOX-,0.0
X----OX--,0.0
X----OX-O,1.0
X----OXO-,0.0
X----OXXO,0.0
X----X--O,0.0
X----X-O-,0.0
X----X-OO,0.0
X----XO--,0.0
X----XO-O,0.0
X----XOXO,0.0
X---O----,0.0
X---O---X,0.0
X---O--OX,0.0
X---O--X-,0.0
X---O-O-X,0.0
X---O-OX-,0.0
X---O-OXX,-1.0
X---O-X--,0.0
X---O-X-O,0.0
X---O-XO-,0.0
X---O-XOX,-1.0
X---O-XXO,0.0
X---OO--X,0.0
X---OO-X-,0.0
X---OO-XX,0.0
X---OOX--,0.0
X---OOXOX,0.0
X---OOXX-,0.0
X---OOXXO,1.0
X---OX---,0.0
X---OX--O,0.0
X---OX-O-,0.0
X---OX-OX,0.0
X---OXO--,0.0
X---OXO-X,0.0
X---OXOOX,0.0
X---OXOXO,0.0
X---OXXO-,-1.0
X---OXXOO,0.0
X---X---O,0.0
X---X--O-,0.0
X---X--OO,0.0
X---X-O--,0.0
X---X-O-O,0.0
X---X-OO-,2.0
X---X-OOX,2.0
X---X-XOO,0.0
X---XO--O,0.0
X---XO-OX,1.0
X---XO-XO,0.0
X---XOO-X,1.0
X---XOOOX,4.0
X---XX-OO,-1.0
X---XXO-O,-1.0
X---XXOO-,-1.0
X---XXOOO,-4.0
X--O-----,0.0
X--O----X,0.0
X--O---OX,1.0
X--O---X-,0.0
X--O---XO,0.0
X--O--O-X,0.0
X--O--OX-,0.0
X--O--OXX,0.0
X--O--X--,0.0
X--O--XO-,0.0
X--O--XOX,0.0
X--O-O--X,0.0
X--O-O-X-,0.0
X--O-O-XX,0.0
X--O-OX--,0.0
X--O-OX-X,0.0
X--O-OXOX,1.0
X--O-OXX-,0.0
X--O-X---,0.0
X--O-X--O,0.0
X--O-X-O-,0.0
X--O-X-OX,0.0
X--O-X-XO,0.0
X--O-XO--,0.0
X--O-XOX-,0.0
X--O-XOXO,0.0
X--O-XX-O,0.0
X--O-XXO-,0.0
X--OO---X,0.0
X--OO--X-,0.0
X--OO-OXX,0.0
X--OO-X--,0.0
X--OOOXX-,-1.0
X--OOX-OX,0.0
X--OOXX--,0.0
X--OOXX-O,0.0
X--OOXXO-,0.0
X--OOXXOX,0.0
X--OX----,0.0
X--OX---O,0.0
X--OX--O-,1.0
X--OX--OX,2.0
X--OX--XO,0.0
X--OX-O--,2.0
X--OX-O-X,2.0
X--OX-OOX,2.0
X--OX-OX-,0.0
X--OX-XO-,0.0
X--OX-XOO,0.0
X--OXO---,0.0
X--OXO-OX,1.0
X--OXO-X-,0.0
X--OXOO-X,4.0
X--OXOOX-,2.0
X--OXOXOX,2.0
X--OXX--O,0.0
X--OXXO-O,0.0
X--OXXOXO,0.0
X--X----O,0.0
X--X---O-,0.0
X--X---OO,0.0
X--X--O--,0.0
X--X--OO-,0.0
X--X--OOX,0.0
X--X--XOO,1.0
X--X-O---,0.0
X--X-O--O,0.0
X--X-O-OX,0.0
X--X-O-XO,0.0
X--X-OO--,0.0
X--X-OO-X,0.0
X--X-OX-O,0.0
X--X-OXO-,1.0
X--X-X-OO,0.0
X--XO----,0.0
X--XO---O,1.0
X--XO--O-,0.0
X--XO--OX,0.0
X--XO--XO,0.0
X--XO-O--,0.0
X--XO-O-X,-1.0
X--XO-OOX,0.0
X--XO-X-O,1.0
X--XO-XOO,1.0
X--XOO---,0.0
X--XOO--X,0.0
X--XOO-OX,0.0
X--XOOOXX,-2.0
X--XOOXO-,2.0
X--XOOXOX,-1.0
X--XOOXXO,1.0
X--XOX-O-,0.0
X--XOX-OO,0.0
X--XOXOOX,-2.0
X--XOXOXO,-1.0
X--XX--OO,-2.0
X--XX-O-O,-2.0
X--XX-OO-,-1.0
X--XX-OOO,-4.0
X--XXOO--,0.0
X--XXOO-O,0.0
X--XXOOXO,0.0
X--XXXOOO,-3.0
X-O------,0.0
X-O-----X,0.0
X-O----OX,0.0
X-O----X-,0.0
X-O----XO,0.0
X-O---O-X,2.0
X-O---OXX,-1.0
X-O---X--,0.0
X-O---X-O,0.0
X-O---XO-,0.0
X-O--O--X,1.0
X-O--O-X-,0.0
X-O--O-XX,0.0
X-O--OX--,0.0
X-O--OXXO,-4.0
X-O--X---,0.0
X-O--X-O-,0.0
X-O--X-XO,0.0
X-O--XO--,0.0
X-O--XO-X,0.0
X-O--XX-O,0.0
X-O--XXO-,0.0
X-O--XXOO,0.0
X-O-O---X,0.0
X-O-O-OXX,-1.0
X-O-O-X--,0.0
X-O-O-X-X,0.0
X-O-O-XOX,0.0
X-O-O-XX-,0.0
X-O-OO-XX,0.0
X-O-OOX-X,0.0
X-O-OX---,0.0
X-O-OX-OX,0.0
X-O-OX-XO,0.0
X-O-OXOXX,-1.0
X-O-X----,0.0
X-O-X---O,0.0
X-O-X--O-,1.0
X-O-X--OX,2.0
X-O-X--XO,-1.0
X-O-X-O--,1.0
X-O-X-O-X,4.0
X-O-X-OOX,4.0
X-O-X-XO-,0.0
X-O-X-XOO,0.0
X-O-XO---,1.0
X-O-XO--X,1.0
X-O-XO-OX,2.0
X-O-XO-X-,-1.0
X-O-XO-XO,-2.0
X-O-XOO-X,4.0
X-O-XOOXX,3.0
X-O-XOXXO,-3.0
X-O-XX--O,0.0
X-O-XXO-O,0.0
X-O-XXOOX,1.0
X-O-XXOXO,0.0
X-O-XXXOO,0.0
X-OO----X,0.0
X-OO---X-,0.0
X-OO--X--,0.0
X-OO--XOX,0.0
X-OO--XX-,0.0
X-OO-O-XX,3.0
X-OO-OX-X,0.0
X-OO-OXXX,1.0
X-OO-X--X,0.0
X-OO-X-OX,0.0
X-OO-X-X-,0.0
X-OO-X-XO,0.0
X-OO-XO-X,3.0
X-OO-XX--,0.0
X-OO-XXO-,0.0
X-OO-XXOX,0.0
X-OO-XXXO,0.0
X-OOO-XX-,0.0
X-OOOOXXX,2.0
X-OOOX-X-,0.0
X-OOOXOXX,-2.0
X-OOOXXOX,0.0
X-OOOXXX-,0.0
X-OOOXXXO,0.0
X-OOX----,1.0
X-OOX---X,3.0
X-OOX--OX,2.0
X-OOX--X-,0.0
X-OOX--XO,0.0
X-OOX-O-X,4.0
X-OOX-OX-,0.0
X-OOX-OXX,3.0
X-OOX-XO-,0.0
X-OOXO--X,4.0
X-OOXO-X-,0.0
X-OOXO-XX,3.0
X-OOXOOXX,2.0
X-OOXOXOX,2.0
X-OOXX---,0.0
X-OOXX--O,0.0
X-OOXX-XO,0.0
X-OOXXO--,3.0
X-OOXXO-X,3.0
X-OOXXOOX,2.0
X-OOXXOXO,1.0
X-OOXXXO-,0.0
X-OOXXXOO,0.0
X-OX-----,0.0
X-OX----O,0.0
X-OX---O-,0.0
X-OX---XO,0.0
X-OX--O--,0.0
X-OX--OOX,0.0
X-OX--OXO,0.0
X-OX--X-O,0.0
X-OX--XOO,1.0
X-OX-O---,0.0
X-OX-O-OX,0.0
X-OX-OO-X,0.0
X-OX-OOXX,-2.0
X-OX-OX-O,-2.0
X-OX-OXO-,1.0
X-OX-OXOX,1.0
X-OX-OXXO,-3.0
X-OX-XOOX,0.0
X-OX-XXOO,2.0
X-OXO----,0.0
X-OXO---X,-1.0
X-OXO--XO,0.0
X-OXO-O-X,-2.0
X-OXO-OXX,-3.0
X-OXO-X--,1.0
X-OXO-X-O,2.0
X-OXO-XO-,1.0
X-OXO-XOX,1.0
X-OXOOOXX,-2.0
X-OXOOX-X,1.0
X-OXOOXOX,2.0
X-OXOOXXO,-2.0
X-OXOX---,0.0
X-OXOX--O,1.0
X-OXOX-O-,1.0
X-OXOX-XO,0.0
X-OXOXO-X,-3.0
X-OXOXOOX,-2.0
X-OXOXOXO,-2.0
X-OXOXX-O,3.0
X-OXOXXO-,-1.0
X-OXOXXOO,2.0
X-OXX---O,0.0
X-OXX-O--,0.0
X-OXX-OXO,0.0
X-OXXO--O,-2.0
X-OXXO-XO,-3.0
X-OXXOO--,0.0
X-OXXOOX-,-2.0
X-OXXOOXO,-2.0
X-OXXOX-O,-3.0
X-OXXOXO-,-1.0
X-OXXOXOO,-2.0
X-OXXXO-O,1.0
X-OXXXOOO,-2.0
X-X-----O,0.0
X-X----O-,0.0
X-X---O--,0.0
X-X---OO-,0.0
X-X---OOX,0.0
X-X---OXO,0.0
X-X--O---,0.0
X-X--O--O,1.0
X-X--O-XO,0.0
X-X--OO--,1.0
X-X--OO-X,0.0
X-X--OOOX,0.0
X-X--OOX-,0.0
X-X--XO-O,-1.0
X-X--XOO-,0.0
X-X--XOOO,-1.0
X-X-O----,0.0
X-X-O---O,0.0
X-X-O--OX,0.0
X-X-O--XO,0.0
X-X-O-OOX,1.0
X-X-O-OXO,0.0
X-X-O-XO-,0.0
X-X-OO---,0.0
X-X-OO--X,-1.0
X-X-OOX--,-1.0
X-X-OOXO-,0.0
X-X-OOXOX,0.0
X-X-OX--O,0.0
X-X-OX-OO,0.0
X-X-OXO--,0.0
X-X-OXOXO,0.0
X-X-OXXOO,0.0
X-X-X--OO,0.0
X-X-X-OO-,0.0
X-X-XO-O-,0.0
X-X-XOO--,0.0
X-X-XOOO-,0.0
X-X-XOOOX,3.0
X-X-XXOOO,-3.0
X-XO-----,0.0
X-XO----O,0.0
X-XO---O-,0.0
X-XO---OX,0.0
X-XO--O--,0.0
X-XO--OOX,0.0
X-XO--OX-,0.0
X-XO--X-O,0.0
X-XO--XO-,0.0
X-XO-O---,1.0
X-XO-O-X-,0.0
X-XO-O-XO,1.0
X-XO-OOX-,0.0
X-XO-OX-O,0.0
X-XO-OXXO,-1.0
X-XO-X-O-,0.0
X-XO-XO--,0.0
X-XO-XOO-,1.0
X-XO-XOOX,3.0
X-XO-XOXO,0.0
X-XOO----,0.0
X-XOO---X,0.0
X-XOO--X-,0.0
X-XOO-O-X,0.0
X-XOO-OX-,0.0
X-XOO-OXX,0.0
X-XOO-X--,-1.0
X-XOO-XXO,-2.0
X-XOOO--X,-1.0
X-XOOOX--,-2.0
X-XOOOX-X,-1.0
X-XOOOXX-,-3.0
X-XOOOXXO,-2.0
X-XOOX-XO,0.0
X-XOOXO--,1.0
X-XOOXO-X,3.0
X-XOOXOOX,2.0
X-XOOXX-O,0.0
X-XOOXXOO,0.0
X-XOX--OO,0.0
X-XOX-OOX,3.0
X-XOXO---,0.0
X-XOXOO--,1.0
X-XOXOO-X,3.0
X-XOXOOOX,2.0
X-XOXOOX-,0.0
X-XOXOXO-,1.0
X-XOXOXOO,2.0
X-XOXXOO-,0.0
X-XOXXOOO,-2.0
X-XX---OO,-1.0
X-XX--OO-,-1.0
X-XX--OOO,-1.0
X-XX-O--O,0.0
X-XX-O-O-,0.0
X-XX-O-OO,1.0
X-XX-OO--,0.0
X-XX-OO-O,0.0
X-XX-XOOO,-3.0
X-XXO---O,0.0
X-XXO--O-,-1.0
X-XXO-O--,0.0
X-XXO-O-O,0.0
X-XXO-OO-,0.0
X-XXO-OOX,0.0
X-XXO-OXO,0.0
X-XXO-XOO,1.0
X-XXOO--O,1.0
X-XXOO-OX,0.0
X-XXOOO--,2.0
X-XXOOXOO,2.0
X-XXX-OOO,-3.0
X-XXXOO-O,-1.0
X-XXXOOO-,0.0
X-XXXOOOO,-2.0
XO-------,0.0
XO------X,0.0
XO-----OX,0.0
XO-----X-,0.0
XO-----XO,0.0
XO----OXX,0.0
XO----X--,0.0
XO----X-O,1.0
XO----XO-,0.0
XO---O--X,0.0
XO---O-XX,0.0
XO---OX--,0.0
XO---X---,0.0
XO---X--O,0.0
XO---X-O-,0.0
XO---X-OX,0.0
XO---X-XO,0.0
XO---XO--,0.0
XO---XOX-,0.0
XO---XX-O,0.0
XO--O-X--,0.0
XO--O-XOX,-1.0
XO--O-XX-,0.0
XO--O-XXO,0.0
XO--OX---,0.0
XO--OX--X,0.0
XO--OX-X-,0.0
XO--OX-XO,0.0
XO--OXX--,-1.0
XO--OXX-O,0.0
XO--OXXO-,-1.0
XO--OXXOX,-1.0
XO--OXXXO,0.0
XO--X----,0.0
XO--X---O,0.0
XO--X--O-,0.0
XO--X-O--,0.0
XO--X-OOX,2.0
XO--XO-OX,2.0
XO--XX-O-,0.0
XO--XXO--,0.0
XO--XXOO-,0.0
XO--XXOOX,3.0
XO-O----X,2.0
XO-O---X-,0.0
XO-O-OXX-,0.0
XO-O-OXXX,1.0
XO-O-X-OX,1.0
XO-O-X-X-,0.0
XO-O-X-XO,0.0
XO-O-XXOX,0.0
XO-O-XXXO,0.0
XO-OOOXXX,2.0
XO-OOX-X-,0.0
XO-OOX-XX,0.0
XO-OOXXOX,0.0
XO-OOXXXO,0.0
XO-OX----,1.0
XO-OX---X,3.0
XO-OX--OX,4.0
XO-OX--XO,0.0
XO-OX-O-X,4.0
XO-OXO--X,4.0
XO-OXOX-X,3.0
XO-OXOXOX,2.0
XO-OXX-OX,3.0
XO-OXXO-X,3.0
XO-OXXOOX,2.0
XO-X-----,0.0
XO-X----O,1.0
XO-X---O-,0.0
XO-X---OX,0.0
XO-X--O--,0.0
XO-X--OX-,0.0
XO-X--X-O,2.0
XO-X--XOO,1.0
XO-X-O---,0.0
XO-X-O--X,0.0
XO-X-O-OX,3.0
XO-X-O-XO,0.0
XO-X-OX-O,1.0
XO-X-OXXO,-1.0
XO-X-X--O,0.0
XO-X-X-OO,1.0
XO-X-XO--,0.0
XO-X-XO-O,0.0
XO-X-XOO-,0.0
XO-X-XOXO,0.0
XO-X-XXOO,-1.0
XO-XO----,0.0
XO-XO---X,0.0
XO-XO-OX-,0.0
XO-XO-OXX,0.0
XO-XO-X-O,2.0
XO-XO-XOX,-1.0
XO-XOO--X,0.0
XO-XOO-XX,0.0
XO-XOOOXX,0.0
XO-XOOX-X,0.0
XO-XOOXOX,-2.0
XO-XOOXXO,2.0
XO-XOX-O-,-1.0
XO-XOX-OX,-1.0
XO-XOX-XO,0.0
XO-XOXOOX,0.0
XO-XOXOXO,0.0
XO-XOXX-O,0.0
XO-XOXXO-,-3.0
XO-XOXXOO,-2.0
XO-XX--O-,0.0
XO-XX--OO,0.0
XO-XXO---,0.0
XO-XXO--O,0.0
XO-XXO-O-,1.0
XO-XXO-OX,3.0
XO-XXO-XO,-2.0
XO-XXOO-X,1.0
XO-XXOOOX,2.0
XO-XXOOXO,0.0
XO-XXOX-O,-1.0
XO-XXX-OO,-1.0
XO-XXXOOO,-2.0
XOO-----X,1.0
XOO----X-,0.0
XOO----XX,0.0
XOO---OXX,0.0
XOO--O-XX,1.0
XOO--OXXX,3.0
XOO--X---,0.0
XOO--X--X,0.0
XOO--X-OX,0.0
XOO--X-X-,0.0
XOO--X-XO,0.0
XOO--XOX-,0.0
XOO--XOXX,0.0
XOO--XXOX,0.0
XOO-O--XX,0.0
XOO-O-XX-,1.0
XOO-O-XXX,1.0
XOO-OOXXX,2.0
XOO-OX--X,0.0
XOO-OX-X-,0.0
XOO-OXX-X,-2.0
XOO-OXXOX,-2.0
XOO-X----,1.0
XOO-X---X,1.0
XOO-X--OX,1.0
XOO-X-O-X,4.0
XOO-X-OXX,1.0
XOO-XO--X,2.0
XOO-XO-X-,0.0
XOO-XO-XX,2.0
XOO-XOOXX,2.0
XOO-XOXXO,-2.0
XOO-XX---,0.0
XOO-XX--O,0.0
XOO-XX-XO,0.0
XOO-XXO--,0.0
XOO-XXO-X,3.0
XOO-XXOOX,2.0
XOO-XXOXO,0.0
XOOO-OXXX,2.0
XOOO-X--X,1.0
XOOO-XOXX,1.0
XOOO-XXOX,1.0
XOOOO-XXX,1.0
XOOOOX-XX,1.0
XOOOOXXXX,1.0
XOOOX---X,3.0
XOOOX-OXX,2.0
XOOOXO-XX,2.0
XOOOXOX-X,2.0
XOOOXOXXX,1.0
XOOOXX---,1.0
XOOOXX--X,3.0
XOOOXX-OX,2.0
XOOOXX-XO,0.0
XOOOXXO-X,2.0
XOOOXXOXX,1.0
XOOOXXXO-,0.0
XOOOXXXOX,1.0
XOOOXXXXO,0.0
XOOX---OX,1.0
XOOX--OX-,0.0
XOOX--X--,1.0
XOOX--X-O,1.0
XOOX--XO-,1.0
XOOX-O-XX,0.0
XOOX-OXOX,2.0
XOOX-OXX-,1.0
XOOX-OXXO,-2.0
XOOX-X---,0.0
XOOX-X--O,0.0
XOOX-X-XO,0.0
XOOX-XO-X,-2.0
XOOX-XOXO,1.0
XOOX-XX-O,1.0
XOOX-XXO-,-1.0
XOOX-XXOO,2.0
XOOXO-X--,1.0
XOOXO-XX-,1.0
XOOXO-XXO,2.0
XOOXOO-XX,1.0
XOOXOOXX-,2.0
XOOXOOXXX,1.0
XOOXOX-X-,0.0
XOOXOXO-X,-2.0
XOOXOXOX-,-1.0
XOOXOXOXX,-1.0
XOOXOXX-O,2.0
XOOXOXXO-,-2.0
XOOXOXXOX,-1.0
XOOXOXXXO,1.0
XOOXX--OX,1.0
XOOXX-OOX,2.0
XOOXX-OX-,0.0
XOOXX-OXO,1.0
XOOXX-X-O,1.0
XOOXXO-OX,2.0
XOOXXO-XO,-2.0
XOOXXOO-X,2.0
XOOXXOOXX,1.0
XOOXXOX-O,-2.0
XOOXXOXOX,1.0
XOOXXOXXO,-1.0
XOOXXXOOX,1.0
XOOXXXOXO,1.0
XOOXXXXOO,1.0
XOX------,0.0
XOX-----O,0.0
XOX----XO,0.0
XOX---O--,0.0
XOX---OXO,0.0
XOX---X-O,0.0
XOX---XO-,0.0
XOX---XOO,1.0
XOX--O---,0.0
XOX--O--X,0.0
XOX--O-OX,0.0
XOX--OO-X,0.0
XOX--OOXX,0.0
XOX--OX--,0.0
XOX--OXO-,0.0
XOX--X--O,0.0
XOX--X-O-,-1.0
XOX--XO-O,0.0
XOX--XOXO,0.0
XOX-O----,0.0
XOX-O---X,0.0
XOX-O--OX,0.0
XOX-O-X--,0.0
XOX-O-X-O,0.0
XOX-OOOXX,0.0
XOX-OOX--,0.0
XOX-OOX-X,-2.0
XOX-OOXOX,-2.0
XOX-OOXX-,0.0
XOX-OOXXO,1.0
XOX-OX-O-,0.0
XOX-OX-OX,2.0
XOX-OXO--,0.0
XOX-OXOOX,2.0
XOX-OXOX-,0.0
XOX-OXOXO,0.0
XOX-OXX-O,0.0
XOX-OXXO-,-1.0
XOX-X---O,0.0
XOX-X--OO,1.0
XOX-X-O-O,0.0
XOX-X-OOX,3.0
XOX-X-OXO,0.0
XOX-X-XOO,3.0
XOX-XO---,0.0
XOX-XO-O-,3.0
XOX-XO-OX,3.0
XOX-XOO-X,3.0
XOX-XOOOX,2.0
XOX-XOOXO,0.0
XOX-XOXOO,2.0
XOX-XXO-O,-2.0
XOX-XXOOO,-2.0
XOXO-----,0.0
XOXO---X-,0.0
XOXO---XO,0.0
XOXO--OX-,0.0
XOXO--OXX,0.0
XOXO--X-O,0.0
XOXO--XO-,0.0
XOXO--XXO,0.0
XOXO-OXXO,0.0
XOXO-X-O-,0.0
XOXO-X-OX,1.0
XOXO-X-XO,0.0
XOXO-XOOX,2.0
XOXO-XOXO,0.0
XOXO-XXO-,0.0
XOXO-XXOO,1.0
XOXOO--X-,0.0
XOXOO-OXX,1.0
XOXOO-XX-,-1.0
XOXOO-XXO,0.0
XOXOOOX-X,0.0
XOXOOOXX-,0.0
XOXOOOXXX,1.0
XOXOOX-OX,2.0
XOXOOX-X-,0.0
XOXOOX-XO,0.0
XOXOOXO-X,2.0
XOXOOXOXX,1.0
XOXOOXX--,0.0
XOXOOXX-O,0.0
XOXOOXXO-,0.0
XOXOOXXOX,1.0
XOXOOXXXO,0.0
XOXOX--XO,0.0
XOXOX-O-X,3.0
XOXOX-OOX,2.0
XOXOX-OX-,0.0
XOXOX-OXO,0.0
XOXOX-XO-,3.0
XOXOX-XOO,2.0
XOXOXO---,0.0
XOXOXO-OX,2.0
XOXOXO-XO,1.0
XOXOXOO-X,2.0
XOXOXOOX-,1.0
XOXOXOOXX,1.0
XOXOXOX--,1.0
XOXOXOXO-,2.0
XOXOXOXOX,1.0
XOXOXOXXO,1.0
XOXOXXOOX,1.0
XOXOXXOXO,0.0
XOXOXXXOO,1.0
XOXX----O,0.0
XOXX---O-,-1.0
XOXX---OO,0.0
XOXX--O--,0.0
XOXX--O-O,0.0
XOXX--OXO,0.0
XOXX--XOO,1.0
XOXX-O---,0.0
XOXX-O--O,0.0
XOXX-O-XO,0.0
XOXX-OO-X,0.0
XOXX-OOX-,0.0
XOXX-OOXO,0.0
XOXX-OX-O,3.0
XOXX-OXO-,1.0
XOXX-OXOO,2.0
XOXX-X-OO,-2.0
XOXX-XO-O,-2.0
XOXX-XOO-,-2.0
XOXX-XOOO,-2.0
XOXXO----,-1.0
XOXXO--O-,-2.0
XOXXO--OX,-3.0
XOXXO--XO,0.0
XOXXO-O--,0.0
XOXXO-OOX,-1.0
XOXXO-OX-,0.0
XOXXO-OXO,0.0
XOXXO-X-O,1.0
XOXXO-XO-,-3.0
XOXXO-XOO,-2.0
XOXXOO---,0.0
XOXXOO--X,-2.0
XOXXOO-OX,-2.0
XOXXOO-XO,0.0
XOXXOOO-X,0.0
XOXXOOOX-,0.0
XOXXOOOXX,0.0
XOXXOOX--,-1.0
XOXXOOX-O,2.0
XOXXOOXO-,-2.0
XOXXOOXOX,-1.0
XOXXOOXXO,1.0
XOXXOX-O-,-1.0
XOXXOX-OO,-2.0
XOXXOXO--,0.0
XOXXOXO-O,0.0
XOXXOXOO-,0.0
XOXXOXOOX,1.0
XOXXOXOXO,0.0
XOXXOXXOO,-1.0
XOXXX-OO-,-1.0
XOXXX-OOO,-2.0
XOXXXOOOX,1.0
XOXXXOOXO,0.0
XOXXXOXOO,1.0
XOXXXXOOO,-1.0
XX------O,0.0
XX-----O-,0.0
XX-----OO,0.0
XX----O--,0.0
XX----OO-,0.0
XX----OOX,0.0
XX----XOO,0.0
XX---O---,0.0
XX---O--O,1.0
XX---O-O-,0.0
XX---O-OX,0.0
XX---OX-O,0.0
XX---OXO-,0.0
XX---OXOO,0.0
XX---X-OO,0.0
XX--O----,0.0
XX--O--O-,1.0
XX--O-O--,0.0
XX--O-OOX,0.0
XX--O-OX-,0.0
XX--O-OXO,0.0
XX--O-XO-,0.0
XX--OOOX-,1.0
XX--OOXO-,0.0
XX--OOXOX,0.0
XX--OOXXO,-2.0
XX--OX-O-,0.0
XX--OXOO-,1.0
XX--OXOOX,0.0
XX--OXXOO,0.0
XX--X-O-O,0.0
XX--X-OOO,-1.0
XX--XXOOO,-3.0
XX-O-----,0.0
XX-O---O-,0.0
XX-O---XO,0.0
XX-O--O--,0.0
XX-O--O-X,0.0
XX-O--OOX,2.0
XX-O--XO-,0.0
XX-O-O---,1.0
XX-O-O--X,0.0
XX-O-O-OX,3.0
XX-O-O-XO,0.0
XX-O-OO-X,0.0
XX-O-OXO-,0.0
XX-O-OXOX,-2.0
XX-O-OXXO,0.0
XX-O-X--O,0.0
XX-O-XO--,0.0
XX-O-XOO-,0.0
XX-OO----,1.0
XX-OO---X,0.0
XX-OO--OX,0.0
XX-OO-O-X,0.0
XX-OO-OXX,-2.0
XX-OO-X--,0.0
XX-OO-XO-,0.0
XX-OO-XOX,-2.0
XX-OOO--X,-1.0
XX-OOOOXX,-1.0
XX-OOOXOX,-2.0
XX-OOOXX-,-3.0
XX-OOOXXO,-2.0
XX-OOX-OX,0.0
XX-OOX-XO,0.0
XX-OOXOOX,1.0
XX-OOXOX-,0.0
XX-OOXOXO,1.0
XX-OOXX-O,0.0
XX-OOXXO-,0.0
XX-OOXXOO,1.0
XX-OX--O-,0.0
XX-OX--OO,0.0
XX-OX-O--,0.0
